Res,layer_33,layer_32,layer_31,layer_30,layer_29,layer_28,layer_27,layer_26,layer_25,layer_24,layer_23,layer_22,layer_21,layer_20,layer_19,layer_18,layer_17,layer_16,layer_15,layer_14,layer_13,layer_12,layer_11,layer_10,layer_9,layer_8,layer_7,layer_6,layer_5,layer_4,layer_3,layer_2,layer_1
"Using Answer Using one word only :  The ______ method removes elements from the right of a deque.
 Answer: ",Ġpop,Ġpop,ĠL,Ġpop,Ġpop,Ġpop,Ġpop,Ġpop,Ġpop,ĠDe,ĠDe,ĠDe,ĠRemove,ĠDe,ĠRemove,ĠC,ĠRight,ĠA,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,Ġ,2,1,1,1,1,1,ellen
"Using Answer Using one word only :  Python's ______ function creates a complex number.
 Answer: ",Ġcomplex,Ġcomplex,Ġcomplex,Ġcomplex,Ġcomplex,Ġcomplex,Ġcomplex,Ġcomplex,Ġcomplex,Ġcomplex,Ġcomplex,Ġcomplex,Ġcomplex,ĠComplex,Ġcreate,Ġ__,ĠPython,ĠPython,ĠPython,ĠPython,Âł,ĠPython,Âł,Ġ,2,4,2,Âł,2,1,10,1,ellen
"Using Answer Using one word only :  The ______ method returns a deep copy of an object in Python.
 Answer: ",Ġcopy,Ġcopy,ĠThe,Ġcopy,Ġcopy,Ġcopy,Ġdeepcopy,Ġdeepcopy,Ġdeepcopy,Ġdeepcopy,Ġdeepcopy,Ġdeepcopy,Ġdeepcopy,ĠNone,ĠNone,ĠDeep,ĠDeep,ĠA,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,Ġ,2,1,1,1,1,1,ellen
"Using Answer Using one word only :  Python's ______ function returns the current time in seconds.
 Answer: ",Ġtime,Ġtime,Ġtime,Ġtime,Ġtime,Ġtime,Ġtime,Ġtime,Ġtime,Ġtime,Ġtime,Ġtime,Ġtime,Ġ__,Ġtime,ĠPython,ĠPython,ĠPython,ĠPython,ĠPython,Âł,ĠPython,Âł,ĠPython,Ġ,Ġ,4,Âł,1,1,10,1,ellen
"Using Answer Using one word only :  To handle multithreading in Python, we use the ______ module.
 Answer: ",Ġthreading,Ġthreading,Ġthreading,Ġthreading,Ġthreading,Ġthreading,Ġthreading,Ġthreading,Ġthreading,Ġthreading,Ġthreading,Ġthreading,Ġthreading,Ġthreading,Ġthreading,ĠThread,ĠThread,ĠPython,ĠTo,ĠTo,ĠTo,ĠTo,ĠThe,ĠTo,1,Ġ,2,1,1,1,1,1,ellen
"Using Answer Using one word only :  Python's ______ module provides a way to work with raw sockets.
 Answer: ",Ġsocket,Ġsocket,Ġsocket,Ġsocket,Ġsocket,Ġsocket,Ġsocket,Ġsocket,Ġsocket,Ġsocket,Ġsocket,Ġsocket,Ġ__,Ġ__,ĠBuilt,ĠPython,ĠPython,ĠPython,ĠPython,ĠPython,ĠPython,ĠPython,Âł,ĠPython,Ġ,Ġ,4,Âł,1,1,10,1,ellen
"Using Answer Using one word only :  The function ______ in Python returns the ID of a thread.
 Answer: ",Ġcurrent,Ġcurrent,Ġcurrent,Ġid,Ġthread,Ġid,Ġid,Ġid,Ġid,Ġid,ĠThread,ĠThread,ĠThread,ĠThread,ĠThread,ĠThread,Ġ__,Ġ__,ĠA,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,Ġ,2,1,1,1,1,1,ellen
"Using Answer Using one word only :  Python's ______ keyword is used to mark blocks of code for testing.
 Answer: ",Ġif,Ġif,Ġdef,Ġdef,Ġdef,Ġdef,Ġ#,Ġdef,Ġ#,Ġ#,Ġ#,Ġ#,Ġtest,ĠTest,ĠNone,ĠTest,ĠTesting,ĠPython,ĠPython,ĠPython,ĠPython,ĠPython,Âł,ĠPython,1,Ġ,4,Âł,1,1,1,1,ellen
"Using Answer Using one word only :  To create a weak reference in Python, we use the ______ module.
 Answer: ",Ġweak,Ġweak,Ġweak,Ġweak,Ġweak,Ġweak,Ġweak,Ġweak,Ġweak,Ġweak,Ġweak,Ġweak,Ġ__,Ġ__,Ġ`,Ġ__,ĠNone,ĠPython,ĠTo,ĠTo,ĠTo,ĠTo,ĠThe,ĠTo,ĠThe,2,2,1,1,1,1,1,ellen
"Using Answer Using one word only :  Python's ______ module provides high-performance arrays.
 Answer: ",Ġnumpy,Ġnumpy,Ġnumpy,Ġnumpy,Ġnumpy,Ġnumpy,Ġnumpy,Ġnumpy,Ġnumpy,Ġnumpy,Ġnumpy,Ġnumpy,Ġnumpy,Ġnumpy,Ġnumpy,Ġnumpy,ĠPython,ĠPython,ĠPython,ĠPython,ĠPython,ĠPython,Âł,ĠPython,1,Ġ,4,Âł,5,1,10,1,ellen
"Using Answer Using one word only :  To create a subclass in Python, we use the keyword ______.
 Answer: ",Ġclass,Ġclass,Ġclass,Ġclass,Ġclass,Ġclass,Ġclass,Ġclass,Ġclass,Ġclass,Ġ`,Ġ__,Ġ__,Ġ__,Ġ__,Ġ__,Ġ__,ĠPython,ĠTo,ĠTo,ĠTo,ĠTo,ĠThe,ĠTo,ĠThe,2,2,1,1,1,1,1,ellen
"Using Answer Using one word only :  Python's ______ module allows for serialization and deserialization of objects.
 Answer: ",Ġpickle,Ġpickle,Ġpickle,Ġpickle,Ġpickle,Ġpickle,Ġpickle,Ġpickle,Ġpickle,Ġpickle,Ġpickle,Ġpickle,Ġ__,Ġ__,Ġ__,ĠPython,ĠPython,ĠPython,ĠPython,ĠPython,ĠPython,ĠPython,Âł,ĠPython,Âł,Ġ,4,1,1,1,1,1,ellen
"Using Answer Using one word only :  The ______ method is used to clear all items from a deque.
 Answer: ",Ġclear,Ġclear,Ġclear,Ġclear,Ġclear,Ġpop,Ġclear,Ġpop,Ġclear,Ġclear,ĠClear,ĠDe,ĠRemove,ĠClear,ĠClear,ĠC,ĠA,ĠA,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,Ġ,2,1,1,1,1,1,ellen
"Using Answer Using one word only :  Python's ______ function returns the hash value of an object.
 Answer: ",Ġhash,Ġid,Ġid,Ġid,Ġid,Ġ__,Ġ__,Ġhash,Ġ__,Ġhash,Ġ__,Ġ__,Ġ__,Ġ__,Ġ__,Ġ__,ĠPython,ĠPython,ĠPython,ĠPython,Âł,ĠPython,Âł,ĠPython,Ġ,Ġ,4,Âł,1,1,1,1,ellen
"Using Answer Using one word only :  To print formatted text in Python, we use the ______ method.
 Answer: ",Ġprint,Ġformat,Ġprint,Ġprint,Ġprint,Ġprint,Ġprint,Ġprint,Ġprint,Ġprint,Ġprint,Ġprint,Ġprint,Ġprint,Ġprint,ĠPrint,ĠWrite,ĠTo,ĠTo,ĠTo,ĠTo,ĠTo,ĠThe,ĠTo,1,1,2,1,1,1,1,1,ellen
"Using Answer Using one word only :  The ______ operator in Python checks for substring presence.
 Answer: ",Ġin,Ġin,Ġin,Ġin,Ġin,Ġin,Ġin,Ġin,Ġin,Ġcontains,Ġ`,Ġ`,ĠContains,Ġ`,Ġ#,Ġstring,ĠNone,ĠA,ĠA,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,2,1,1,1,10,1,ellen
"Using Answer Using one word only :  Python uses ______ to create an environment for virtual packages.
 Answer: ",ĠVirtual,Ġvirtual,Ġvirtual,Ġvirtual,3,ĠPython,ĠPython,ĠPython,Ġvirtual,Ġvirtual,ĠPython,ĠPython,ĠPython,ĠPython,ĠPython,ĠPython,ĠPython,ĠPython,ĠPython,ĠPython,ĠPython,ĠPython,Âł,ĠPython,1,Ġ,Âł,Âł,1,1,10,1,ellen
"Using Answer Using one word only :  The ______ method removes leading and trailing whitespace from a string.
 Answer: ",Ġtrim,Ġtrim,Ġtrim,Ġtrim,Ġtrim,Ġtrim,Ġtrim,Ġtrim,Ġtrim,Ġtrim,Ġtrim,ĠTrim,ĠTrim,ĠTrim,ĠTrim,ĠTrim,ĠThe,ĠA,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,2,1,1,1,1,1,ellen
"Using Answer Using one word only :  To create a static constant, Python uses the convention of ______.
 Answer: ",ĠUPPER,Ġ__,Ġ__,Ġ__,Ġ__,Ġ__,Ġ__,Ġ__,Ġ__,Ġ__,Ġ__,Ġ#,Ġ__,Ġ__,Ġ__,Ġ__,Ġ__,ĠA,ĠTo,ĠTo,ĠTo,ĠTo,ĠThe,ĠTo,ĠThe,ĠThe,2,1,1,1,1,1,ellen
"Using Answer Using one word only :  ""It is a truth universally acknowledged, that a single man in possession of a good fortune, must be in want of a ________.""
 Answer: ",ĠWife,ĠWife,ĠWife,ĠWife,ĠWife,ĠWife,ĠWife,Ġwife,ĠWife,ĠWife,"Ġ""","Ġ""","Ġ""","Ġ""","Ġ""","Ġ""","Ġ""","Ġ""","Ġ""","Ġ""","Ġ""","Ġ""","Ġ""","Ġ""","Ġ""","Ġ""","Ġ""",1,1,1,1,1,ellen
"Using Answer Using one word only :  In ""Jane Eyre,"" Mr. Rochester’s estate is called ________.
 Answer: ",ĠThorn,ĠThorn,ĠThorn,ĠThorn,ĠThorn,ĠThorn,ĠThorn,ĠThorn,ĠThorn,ĠThorn,ĠThorn,ĠThorn,ĠThorn,ĠA,ĠCastle,ĠA,ĠA,ĠIn,ĠIn,ĠIn,ĠIn,ĠIn,ĠIn,ĠIn,1,ĠThe,1,1,1,1,1,1,ellen
"Using Answer Using one word only :  The protagonist of ""Wuthering Heights"" is ________.
 Answer: ",ĠHeath,ĠHeath,ĠHeath,ĠHeath,ĠHeath,ĠHeath,ĠCatherine,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠThe,ĠA,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,ĠThe,2,1,1,1,1,1,ellen
"Using Answer Using one word only :  ""Great Expectations"" is written by ________.
 Answer: ",ĠCharles,ĠCharles,ĠCharles,ĠCharles,ĠCharles,ĠCharles,ĠCharles,ĠCharles,ĠCharles,ĠCharles,"Ġ""","Ġ""","Ġ""","Ġ""","Ġ""","Ġ""",ĠG,ĠG,ĠG,"Ġ""","Ġ""","Ġ""",Âł,"Ġ""",1,1,1,1,1,1,1,1,ellen
"Using Answer Using one word only :  The novel ""Emma"" was authored by ________.
 Answer: ",ĠJane,ĠJane,ĠJane,ĠJane,ĠJane,ĠJane,ĠJane,ĠJane,ĠJane,ĠJane,ĠJane,ĠJane,ĠJane,ĠJane,ĠJane,ĠEmma,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,ĠThe,2,1,1,1,1,1,ellen
"Using Answer Using one word only :  The narrator of ""Moby-Dick"" introduces himself as ________.
 Answer: ",ĠIsh,ĠIsh,ĠIsh,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,ĠThe,2,1,1,1,1,1,ellen
"Using Answer Using one word only :  The story of ""Frankenstein"" was penned by ________.
 Answer: ",ĠMary,ĠMary,ĠMary,ĠMary,ĠMary,ĠMary,ĠMary,ĠMary,ĠMary,ĠFrank,ĠFrank,ĠA,ĠThe,ĠFrank,ĠJohn,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,ĠThe,2,1,1,1,1,1,ellen
"Using Answer Using one word only :  Pip is the central character in the novel ________.
 Answer: ",ĠGreat,ĠGreat,ĠGreat,ĠGreat,ĠPip,ĠPip,ĠThe,ĠThe,ĠPip,ĠThe,ĠPip,ĠPip,ĠPip,ĠPip,ĠPip,ĠPip,ĠPip,ĠPip,ĠPip,ĠPip,ĠPip,ĠPip,Âł,1,1,1,1,1,1,1,1,1,ellen
"Using Answer Using one word only :  The character of Elizabeth Bennet appears in ________.
 Answer: ",ĠPride,ĠPride,ĠPride,ĠPride,ĠPride,ĠPride,ĠPride,ĠPride,ĠJane,ĠJane,ĠJane,ĠPride,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,ĠThe,1,1,1,1,1,1,ellen
"Using Answer Using one word only :  The tragic hero of ""Hamlet"" is Prince ________.
 Answer: ",ĠHam,ĠHam,ĠHam,ĠHam,ĠHam,ĠHam,ĠHam,ĠHam,ĠHam,ĠHam,ĠHam,ĠHam,ĠHam,ĠHam,ĠHam,ĠHam,ĠHam,ĠH,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,ĠThe,2,1,1,1,1,1,ellen
"Using Answer Using one word only :  The Brontë sisters are known for writing novels such as ________.
 Answer: ",ĠW,ĠW,ĠW,ĠW,ĠW,ĠW,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,ĠThe,1,1,1,1,1,1,ellen
"Using Answer Using one word only :  In ""Pride and Prejudice,"" Mr. Darcy’s estate is called ________.
 Answer: ",ĠP,ĠP,ĠP,ĠP,ĠP,ĠD,ĠD,ĠD,ĠD,ĠD,ĠD,ĠD,ĠB,ĠB,ĠB,ĠB,ĠB,ĠIn,ĠIn,ĠIn,ĠIn,ĠIn,ĠIn,ĠIn,1,ĠThe,1,1,1,1,1,1,ellen
"Using Answer Using one word only :  The antagonist of ""Oliver Twist"" is ________.
 Answer: ",ĠF,ĠF,ĠF,ĠF,ĠF,ĠThe,ĠThe,ĠMr,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,ĠThe,2,1,1,1,1,1,ellen
"Using Answer Using one word only :  ""Tess of the d’Urbervilles"" was written by ________.
 Answer: ",ĠThomas,ĠThomas,ĠThomas,ĠThomas,ĠThomas,ĠThomas,ĠThomas,ĠThomas,ĠHardy,ĠThomas,"Ġ""","Ġ""","Ġ""","Ġ""",ĠWilliam,"Ġ""",ĠJohn,ĠA,ĠT,"Ġ""","Ġ""","Ġ""",Âł,"Ġ""",1,1,1,1,1,1,1,1,ellen
"Using Answer Using one word only :  ""The Picture of Dorian Gray"" is authored by ________.
 Answer: ",ĠOscar,ĠOscar,ĠOscar,ĠOscar,ĠOscar,ĠOscar,ĠOscar,ĠOscar,ĠOscar,ĠOscar,ĠOscar,ĠOscar,"Ġ""","Ġ""",ĠJohn,"Ġ""","Ġ""",ĠThe,ĠThe,"Ġ""","Ġ""","Ġ""",Âł,"Ġ""",1,1,1,1,1,1,1,1,ellen
"Using Answer Using one word only :  Heathcliff is a character in the novel ________.
 Answer: ",ĠHeath,ĠW,ĠW,ĠW,ĠW,ĠW,ĠThe,ĠA,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠH,ĠH,ĠHeath,ĠHeath,ĠHeath,ĠHeath,ĠHeath,1,Ġ[,1,1,1,1,1,1,ellen
"Using Answer Using one word only :  The monster in ""Frankenstein"" is often mistakenly called ________.
 Answer: ",ĠFrank,ĠFrank,ĠFrank,ĠFrank,ĠFrank,ĠFrank,ĠFrank,ĠFrank,ĠFrank,ĠFrank,ĠFrank,ĠThe,ĠFrank,ĠFrank,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,ĠThe,2,1,1,1,1,1,ellen
"Using Answer Using one word only :  The novel ""Dracula"" was written by ________.
 Answer: ",ĠBram,ĠBram,ĠBram,ĠBram,ĠBram,ĠBram,ĠBram,ĠBram,ĠBram,ĠBram,ĠBram,ĠDr,ĠBram,ĠThe,ĠDr,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,ĠThe,2,1,1,1,1,1,ellen
"Using Answer Using one word only :  ""Sense and Sensibility"" was published by ________.
 Answer: ",ĠJane,ĠJane,ĠJane,ĠJane,1,"Ġ""","Ġ""","Ġ""",ĠJohn,ĠJohn,"Ġ""",181,"Ġ""",ĠJane,ĠJane,"Ġ""",ĠThe,ĠThe,"Ġ""","Ġ""","Ġ""","Ġ""",Âł,Ġ,1,1,1,1,1,1,1,1,ellen
"Using Answer Using one word only :  The full title of ""Frankenstein"" is ""Frankenstein; or, The Modern ________.""
 Answer: ",ĠPrometheus,"Ġ""","Ġ""","Ġ""","Ġ""","Ġ""","Ġ""","Ġ""","Ġ""",ĠThe,"Ġ""",ĠA,"Ġ""",ĠFrank,"Ġ""",ĠA,ĠA,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,1,1,1,1,ellen
"Using Answer Using one word only :  The governess in ""Jane Eyre"" is named ________.
 Answer: ",ĠBer,ĠMrs,ĠMrs,ĠMrs,ĠMrs,ĠMrs,ĠBer,ĠMrs,ĠMrs,ĠMiss,ĠMrs,ĠMrs,ĠMrs,ĠMrs,ĠMrs,ĠA,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,ĠThe,ĠThe,1,1,1,1,1,ellen
"Using Answer Using one word only :  The setting of ""Wuthering Heights"" is primarily ________.
 Answer: ",Ġmo,Ġmo,Ġmo,Ġmo,ĠA,ĠA,ĠA,ĠA,ĠA,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,ĠThe,2,1,1,1,1,1,ellen
"Using Answer Using one word only :  The protagonist of ""David Copperfield"" is ________.
 Answer: ",ĠDavid,ĠDavid,ĠDavid,ĠDavid,ĠDavid,ĠDavid,ĠDavid,ĠDavid,ĠDavid,ĠDavid,ĠA,ĠA,ĠA,ĠA,ĠA,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,ĠThe,2,1,1,1,1,1,ellen
"Using Answer Using one word only :  ""A Tale of Two Cities"" was written by ________.
 Answer: ",ĠCharles,ĠCharles,ĠCharles,ĠCharles,ĠCharles,ĠCharles,ĠCharles,ĠCharles,ĠCharles,ĠCharles,ĠDickens,ĠCharles,"Ġ""","Ġ""","Ġ""","Ġ""",ĠJohn,ĠA,ĠA,"Ġ""","Ġ""","Ġ""","Ġ""","Ġ""",1,1,1,1,1,1,1,1,ellen
"Using Answer Using one word only :  ""War and Peace"" was authored by ________.
 Answer: ",ĠLeo,ĠLeo,ĠLeo,ĠLeo,ĠLeo,ĠTol,ĠTol,ĠTol,ĠTol,ĠTol,ĠTol,"Ġ""","Ġ""",ĠTol,"Ġ""","Ġ""","Ġ""","Ġ""","Ġ""","Ġ""","Ġ""","Ġ""",Âł,"Ġ""",1,1,1,1,1,1,1,1,ellen
"Using Answer Using one word only :  The titular character of ""Emma"" is ________.
 Answer: ",ĠEmma,ĠEmma,ĠEmma,ĠEmma,ĠEmma,ĠEmma,ĠEmma,ĠThe,ĠEmma,ĠMiss,ĠA,ĠA,ĠEmma,ĠEmma,ĠJane,ĠA,ĠEmma,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,ĠThe,2,1,1,1,1,1,ellen
"Using Answer Using one word only :  ""Middlemarch"" was written by ________.
 Answer: ",ĠGeorge,ĠGeorge,ĠGeorge,ĠGeorge,ĠGeorge,ĠGeorge,ĠGeorge,ĠGeorge,ĠGeorge,"Ġ""","Ġ""","Ġ""","Ġ""","Ġ""","Ġ""","Ġ""","Ġ""","Ġ""","Ġ""","Ġ""","Ġ""","Ġ""",Âł,"Ġ""",1,1,1,1,1,1,1,1,ellen
"Using Answer Using one word only :  The character Pip aspires to be a ________ in ""Great Expectations.""
 Answer: ",Ġgentleman,Ġgentleman,Ġgentleman,Ġgentleman,Ġgentleman,Ġgentleman,Ġgentleman,Ġgentleman,Ġgentleman,Ġgentleman,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,ĠThe,ĠThe,1,1,1,1,1,ellen
"Using Answer Using one word only :  The villain in ""Moby-Dick"" is the great white whale, ________.
 Answer: ",ĠM,ĠM,ĠM,ĠM,ĠM,ĠM,ĠM,ĠA,ĠA,ĠM,ĠA,ĠA,ĠA,ĠA,ĠB,ĠThe,ĠB,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,ĠThe,2,1,1,1,1,1,ellen
"Using Answer Using one word only :  The subtitle of ""Pride and Prejudice"" refers to ""First ________.""
 Answer: ",ĠImpress,ĠImpress,ĠImpress,ĠImpress,ĠImpress,ĠImpress,Ġimpressions,Ġimpressions,Ġimpressions,Ġimpressions,Ġimpressions,Ġimpressions,"Ġ""","Ġ""",ĠPride,ĠA,ĠA,ĠA,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,Ġ,1,1,1,1,1,1,ellen
"Using Answer Using one word only :  The narrator of ""Wuthering Heights"" is ________.
 Answer: ",ĠHeath,ĠN,1,ĠN,3,3,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠA,ĠNarr,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,ĠThe,2,1,1,1,1,1,ellen
"Using Answer Using one word only :  ""Vanity Fair"" was written by ________.
 Answer: ",ĠWilliam,ĠWilliam,ĠWilliam,ĠWilliam,ĠWilliam,ĠWilliam,2,1,ĠGeorge,ĠCharles,"Ġ""","Ġ""","Ġ""","Ġ""",ĠJane,"Ġ""","Ġ""","Ġ""","Ġ""","Ġ""","Ġ""","Ġ""",Âł,"Ġ""",1,1,1,1,1,1,1,1,ellen
"Using Answer Using one word only :  In ""The Scarlet Letter,"" Hester Prynne wears a letter ________.
 Answer: ",ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠIn,ĠIn,ĠIn,ĠIn,ĠIn,ĠIn,ĠIn,1,1,1,1,1,1,1,1,ellen
"Using Answer Using one word only :  The novel ""Anna Karenina"" was written by ________.
 Answer: ",ĠLeo,ĠLeo,ĠLeo,ĠLeo,ĠLeo,ĠTol,ĠTol,ĠTol,ĠTol,ĠTol,ĠTol,ĠTol,ĠTol,ĠTol,ĠTol,ĠAnna,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,ĠThe,2,1,1,1,1,1,ellen
"Using Answer Using one word only :  The protagonist of ""Crime and Punishment"" is ________.
 Answer: ",ĠR,ĠR,ĠR,ĠR,ĠR,ĠThe,ĠThe,ĠThe,ĠThe,ĠA,ĠA,ĠThe,ĠA,ĠA,ĠA,ĠThe,ĠA,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,ĠThe,2,1,1,1,1,1,ellen
"Using Answer Using one word only :  The author of ""The Great Gatsby"" is ________.
 Answer: ",ĠF,ĠF,ĠF,ĠF,ĠF,ĠF,ĠFitzgerald,ĠFitzgerald,ĠFitzgerald,ĠWilliam,ĠA,ĠA,ĠA,ĠWilliam,ĠJohn,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,ĠThe,2,1,1,1,1,1,ellen
"Using Answer Using one word only :  The story of ""Les Misérables"" was written by ________.
 Answer: ",ĠVictor,ĠVictor,ĠVictor,ĠVictor,ĠVictor,ĠVictor,ĠVictor,ĠVictor,ĠVictor,ĠVictor,ĠVictor,ĠJean,ĠJean,ĠJean,ĠJean,ĠJean,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,ĠThe,2,1,1,1,1,1,ellen
"Using Answer Using one word only :  The title character of ""Madame Bovary"" is ________.
 Answer: ",ĠEmma,1,ĠB,ĠA,Ġbored,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,1,2,1,1,1,1,1,ellen
"Using Answer Using one word only :  ""A Christmas Carol"" features a miser named ________.
 Answer: ",ĠSc,ĠSc,ĠSc,ĠSc,ĠSc,ĠSc,ĠSc,ĠEb,ĠEb,ĠEb,ĠEb,ĠEb,"Ġ""","Ġ""","Ġ""","Ġ""","Ġ""",ĠA,ĠA,"Ġ""","Ġ""","Ġ""","Ġ""","Ġ""",1,"Ġ""",1,1,1,1,1,1,ellen
"Using Answer Using one word only :  The author of ""The Count of Monte Cristo"" is ________.
 Answer: ",ĠAlexandre,ĠAlexandre,ĠAlexandre,ĠAlexandre,ĠAlexandre,ĠAlexandre,ĠAlexandre,ĠAlexandre,ĠAlexandre,ĠAlexandre,ĠAlexandre,ĠAlexandre,ĠAlexandre,ĠJean,ĠJean,ĠJean,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,ĠThe,2,1,1,1,1,1,ellen
"Using Answer Using one word only :  The ship in ""Moby-Dick"" is called ________.
 Answer: ",ĠPe,ĠAnswer,ĠAnswer,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠA,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,ĠThe,2,1,1,1,1,1,ellen
"Using Answer Using one word only :  The main character in ""To the Lighthouse"" is ________.
 Answer: ",ĠMrs,ĠMrs,ĠMrs,ĠMrs,ĠMrs,ĠMrs,ĠMrs,ĠMrs,ĠA,ĠA,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠA,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,1,2,1,1,1,1,1,ellen
"Using Answer Using one word only :  The novel ""The Grapes of Wrath"" was written by ________.
 Answer: ",ĠJohn,ĠJohn,ĠJohn,ĠJohn,ĠJohn,ĠJohn,ĠJohn,ĠJohn,ĠJohn,ĠJohn,ĠJohn,ĠA,ĠJohn,ĠWilliam,ĠJohn,ĠJohn,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,ĠThe,2,1,1,1,1,1,ellen
"Using Answer Using one word only :  ""The Hunchback of Notre Dame"" was authored by ________.
 Answer: ",ĠVictor,ĠVictor,ĠVictor,ĠVictor,ĠVictor,ĠVictor,ĠVictor,ĠVictor,ĠVictor,ĠVictor,ĠVictor,"Ġ""","Ġ""",ĠJean,ĠJean,"Ġ""","Ġ""",ĠThe,ĠThe,"Ġ""","Ġ""","Ġ""","Ġ""","Ġ""",1,1,1,1,1,1,1,1,ellen
"Using Answer Using one word only :  The story of ""Jane Eyre"" takes place in ________.
 Answer: ",ĠEngland,19,19,19,19,19,ĠEngland,ĠEngland,ĠEngland,ĠEngland,ĠEngland,ĠEngland,ĠEngland,ĠEngland,ĠEngland,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,ĠThe,1,1,1,1,1,1,ellen
