Question,layer_17,layer_16,layer_15,layer_14,layer_13,layer_12,layer_11,layer_10,layer_9,layer_8,layer_7,layer_6,layer_5,layer_4,layer_3,layer_2,layer_1
"Using Answer Using one word only :  The method ______ converts a float to an integer in Python.
 Answer: ",Ġround,Ġconvert,Ġconvert,Ġrounding,Ġconversion,ahkan,ovÃŃ,kov,wert,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Python uses the ______ method to remove duplicates from a string.
 Answer: ",Ġremove,Ġremove,Ġuniqu,remove,ĠPython,Ã³m,å±±å¸Ĥ,Ġdors,itra,icals,lete,íķ©,ç¾©,self,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The function ______ returns the ASCII value of a character in Python.
 Answer: ",65,97,65,ÅĤa,#NAME?,ITT,ovÃŃ,onet,wert,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Python's ______ function converts an ASCII value to a character.
 Answer: ",ĠPython,Ġuppercase,Ġlowercase,Ġuppercase,Ġuppercase,Ð°Ð²Ð¸,ĠÐłÐ°Ð´Ð¸,ĠØ§ÙĦØ¨ÙĬ,wert,icals,lete,íķ©,ç¾©,self,Ġ,Ġ,Ġ
"Using Answer Using one word only :  To define an infinite iterator in Python, we use the ______ module.
 Answer: ",Ġitertools,Ġitertools,Ġitertools,Ġitertools,Ġitertools,ilin,ument,isz,wert,icals,estead,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Python's ______ function is used to shuffle a list.
 Answer: ",Ġshuffle,Ġrandom,Ġshuffle,Ġrandomness,Ġrandomness,OPY,INST,ilik,wert,icals,xit,íķ©,ç¾©,self,Ġ,Ġ,Ġ
"Using Answer Using one word only :  To copy a file in Python, we use the ______ module.
 Answer: ",Ġshutil,Ġshutil,Ġshutil,Ġshutil,Ġshutil,Toolkit,ument,isz,wert,icals,idth,íķ©,Ġparadox,Ġdivided,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The method ______ checks if a string starts with a specified prefix.
 Answer: ",Ġstarts,Ġstarts,Ġsubstring,checking,ĠChecks,ĠRegExp,ĠBlitz,atoi,wert,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Python's ______ function creates a deque object.
 Answer: ",Ġdeque,Ġdeque,Ġdeque,ĠStack,ĠPython,Ã³m,INST,ilik,wert,icals,xit,íķ©,ç¾©,self,Ġ,Ġ,Ġ
"Using Answer Using one word only :  A Python set is a collection of ______ items.
 Answer: ",ĠA,ĠA,collection,éĽĨåĲĪ,éĽĨåĲĪ,Ã³m,hire,ĠØ§ÙĦØ¨ÙĬ,itra,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Python uses the ______ keyword to yield control back to the caller.
 Answer: ",Ġyield,Ġyield,ĠYield,_yield,Ø§Ø¦,Å¾en,ument,classic,itra,icals,lete,íķ©,ç¾©,self,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The ______ method adds elements to the left of a deque.
 Answer: ",Ġenqueue,Ġpush,ĠInsert,prepend,ĠFIFO,Ã³m,Ã³ln,bv,wert,icals,xit,íķ©,ĠImpossible,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Python's ______ function checks the size of an object in memory.
 Answer: ",ĠPython,Ġmemory,Ġsizes,ĠSized,uve,Ã³m,ument,ĠØ§ÙĦØ¨ÙĬ,wert,icals,lete,íķ©,ç¾©,self,Ġ,Ġ,Ġ
"Using Answer Using one word only :  To implement a singleton class in Python, we use the ______ design pattern.
 Answer: ",ĠSingleton,Ġsingleton,Ġsingleton,Ġsingleton,Ġsingleton,inha,anggal,Ġdors,itra,icals,idth,íķ©,Ġparadox,ously,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The method ______ is used to decode a byte string in Python.
 Answer: ",ĠXOR,Ġdec,Ġdec,Ġdecode,Ġbitwise,ĠMetodo,fÃ¶r,isz,wert,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Python's ______ module is used to generate UUIDs.
 Answer: ",Ġuuid,Ġrandom,random,Ġhashlib,random,Å¾en,fÃ¶r,ilik,wert,Ġclassics,lete,íķ©,ç¾©,self,Ġ,Ġ,Ġ
"Using Answer Using one word only :  To check if a file exists, we use the ______ module in Python.
 Answer: ",Ġos,Ġos,Ġos,Ġpathlib,Ġpathlib,ĠChecks,iske,isz,wert,icals,idth,íķ©,Ġparadox,ously,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Python's ______ method is used to round a number to the nearest integer.
 Answer: ",Ġround,Ġround,Ġround,Ġround,ÃŃstica,Ã³m,INST,wert,wert,icals,lete,íķ©,ç¾©,self,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The ______ method converts a string to a date in Python.
 Answer: ",Ġdatetime,Ġconvert,Ġdatetime,DATE,ĠDates,anggal,ovÃŃ,isz,wert,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  To install Python packages offline, we use the command ______.
 Answer: ",Ġpip,Ġpip,Ġpip,Ġpip,ĠFlake,inha,Äįin,isz,ibli,icals,idth,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Python uses the ______ module to compress files.
 Answer: ",Ġcompress,Ġgzip,Ġcompression,Ġzlib,IFF,Äįem,ument,IFF,itra,icals,xit,íķ©,ç¾©,self,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The ______ method in Python duplicates the contents of a list.
 Answer: ",Ġ__,Ġcopying,Ġdeepcopy,Ġcopying,Ġcopying,Ä¾,INST,kov,itra,icals,lete,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  To compare two strings in Python, we use the ______ operator.
 Answer: ",Ġ==Ċ,Ġ==,Ġcomparisons,Ġcomparisons,Comparison,comparison,ahkan,kov,wert,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The ______ method removes elements from the right of a deque.
 Answer: ",Ġremove,Ġpop,Ġdequeue,remove,ĠFIFO,Ã³m,anggal,bv,wert,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Python's ______ function creates a complex number.
 Answer: ",Ġcomplex,Ġcomplex,ĠComplex,ĠComplex,ĠÐºÐ¾Ð¼Ð¿Ð»ÐµÐºÑģ,ĠÐłÐ°Ð´Ð¸,ĠÐłÐ°Ð´Ð¸,ilik,wert,icals,xit,íķ©,ç¾©,self,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The ______ method returns a deep copy of an object in Python.
 Answer: ",Ġdeepcopy,Ġdeepcopy,Ġdeepcopy,Ġcopy,Ġdeepcopy,Ã³m,INST,isz,itra,icals,lete,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Python's ______ function returns the current time in seconds.
 Answer: ",Ġdatetime,Ġseconds,Ġseconds,Ġmilliseconds,Ġmilliseconds,Ã¡h,Ġmilli,ilik,wert,icals,xit,íķ©,ç¾©,self,Ġ,Ġ,Ġ
"Using Answer Using one word only :  To handle multithreading in Python, we use the ______ module.
 Answer: ",Ġthreading,Ġthreading,Ġthreading,Ġthreading,Ġthreading,Å¾en,INST,isz,wert,icals,idth,íķ©,Ġparadox,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Python's ______ module provides a way to work with raw sockets.
 Answer: ",Ġsocket,Ġthreading,Ġthreading,io,ÃŃo,inha,ument,isz,itra,icals,lete,íķ©,idata,self,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The function ______ in Python returns the ID of a thread.
 Answer: ",Ġ__,ĠThread,ĠThread,ĠThread,ĠThread,Å¾en,ĠAPIs,IFF,wert,icals,lete,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Python's ______ keyword is used to mark blocks of code for testing.
 Answer: ",Ġ__,Ġblock,Ġglobal,elif,andi,Å¾en,ument,bv,itra,Ġclassics,lete,íķ©,Ġparadox,self,Ġ,Ġ,Ġ
"Using Answer Using one word only :  To create a weak reference in Python, we use the ______ module.
 Answer: ",Ġ__,Ġthreading,Ġthreading,#NAME?,ÃŃc,Å¾en,ument,isz,wert,icals,idth,íķ©,Ġparadox,ously,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Python's ______ module provides high-performance arrays.
 Answer: ",Ġnumpy,Ġnumpy,Ġnumpy,Ġnumpy,Ġnumpy,fÃ¶r,ument,IFF,wert,icals,lete,íķ©,ç¾©,self,Ġ,Ġ,Ġ
"Using Answer Using one word only :  To create a subclass in Python, we use the keyword ______.
 Answer: ",Ġsubclass,Ġsuper,Ġsuperclass,Ġinherit,Ġsubclass,inha,ument,Ġdors,wert,icals,lete,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Python's ______ module allows for serialization and deserialization of objects.
 Answer: ",Ġpickle,Ġpickle,Ġpickle,ĠPython,Ø§ÙĦÙĬ,Å¾en,ument,isz,itra,IBE,lete,íķ©,idata,self,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The ______ method is used to clear all items from a deque.
 Answer: ",Ġpop,Ġpop,Ġdequeue,ĠFIFO,ĠFIFO,Ã³m,INST,atoi,wert,icals,idth,íķ©,ĠImpossible,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Python's ______ function returns the hash value of an object.
 Answer: ",Ġ__,Ġhash,Ġhash,HAS,THON,Ã³m,INST,ilik,wert,icals,lete,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  To print formatted text in Python, we use the ______ method.
 Answer: ",Ġprint,Ġprint,Ġprint,Ġprint,ppo,inha,imators,isz,wert,icals,idth,íķ©,Ġparadox,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The ______ operator in Python checks for substring presence.
 Answer: ",Ġin,Ġin,ĠContains,checking,Ġsubstring,Ä¾,ivnÃŃ,IFF,wert,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Python uses ______ to create an environment for virtual packages.
 Answer: ",ĠPython,ĠPython,ĠPYTHON,.environment,ĠPYTHON,Å¾en,ument,Äįka,itra,Ġclassics,xit,íķ©,ç¾©,self,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The ______ method removes leading and trailing whitespace from a string.
 Answer: ",Ġtrim,Ġtrim,Ġrtrim,Ġstripping,Ġstripping,LIN,Ġstripping,kov,wert,icals,idth,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  To create a static constant, Python uses the convention of ______.
 Answer: ",ĠTo,ĠTo,global,ÅĽcie,THON,inha,ument,isz,itra,icals,lete,íķ©,Ġparadox,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  ""It is a truth universally acknowledged, that a single man in possession of a good fortune, must be in want of a ________.""
 Answer: ",Ġwife,Ġwife,Ġbride,Ġpartner,alet,alet,pawn,ĠØ§ÙĦØ¨ÙĬ,itra,Ġclassics,lete,technical,ç¾©,ochond,Ġ,Ġ,Ġ
"Using Answer Using one word only :  In ""Jane Eyre,"" Mr. Rochester’s estate is called ________.
 Answer: ",ĠThorn,ĠThorn,Ġestate,Ġestate,Ġestate,Ġestates,estate,wert,wert,icals,xit,íķ©,Ġparadox,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The protagonist of ""Wuthering Heights"" is ________.
 Answer: ",ĠHeath,ĠEarn,Ġcharacters,Ġcharacters,Ġcharacters,Ġprotagonist,nÄĽ,icer,ibli,icals,idth,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  ""Great Expectations"" is written by ________.
 Answer: ",ĠCharles,ĠDickens,ĠDickens,ĠDickens,ĠDickens,Ġnovelist,Ġnovelist,isz,wert,Ġclassics,lete,technical,ç¾©,ochond,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The novel ""Emma"" was authored by ________.
 Answer: ",ĠJane,ĠJane,Ġnovelist,Ġnovels,Ġnovelist,Ġnovelist,ĠFiction,icer,wert,icals,idth,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The narrator of ""Moby-Dick"" introduces himself as ________.
 Answer: ",ĠIsh,Ġcaptain,Ġwhale,Ġnarrator,Ġsailor,Ġnarrator,ovÃŃ,ĠØ§ÙĦØ¨ÙĬ,ibli,icals,idth,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The story of ""Frankenstein"" was penned by ________.
 Answer: ",ĠMary,ĠMary,Ġnovelist,Ġnovelist,Ġnovelist,Ġnovelist,ĠFiction,icer,wert,icals,idth,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Pip is the central character in the novel ________.
 Answer: ",ĠPip,ĠPip,Ġprotagonist,Ġprotagonist,Ġprotagonist,Ġprotagonist,ĠFiction,IFF,wert,icals,awe,Ġpuzzle,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The character of Elizabeth Bennet appears in ________.
 Answer: ",Ġ______,Ġself,Ġwitty,Ġcompassionate,Ġcharitable,ÐµÐ»Ð¸Ðº,ĠFiction,IFF,wert,icals,idth,íķ©,Ġparadox,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The tragic hero of ""Hamlet"" is Prince ________.
 Answer: ",ĠHam,ĠHam,ĠHam,HAM,ĠShakespeare,Äħd,Å¡tÄĽnÃŃ,icer,wert,icals,idth,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The Brontë sisters are known for writing novels such as ________.
 Answer: ",ĠJane,Ġnovels,Ġnovels,Ġnovels,Ġnovels,Ġnovels,ĠFiction,ĠØ§ÙĦØ¨ÙĬ,ibli,icals,idth,íķ©,Ġparadox,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  In ""Pride and Prejudice,"" Mr. Darcy’s estate is called ________.
 Answer: ",ĠP,ĠPride,Ġestates,Ġestate,Ġestate,Ġestates,estate,wert,wert,icals,xit,íķ©,Ġparadox,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The antagonist of ""Oliver Twist"" is ________.
 Answer: ",ĠF,ĠMr,ivery,ĠDickens,ĠDickens,ÅĤu,Ġvillain,icer,wert,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  ""Tess of the d’Urbervilles"" was written by ________.
 Answer: ",ĠThomas,ĠHardy,Ġnovelist,Ġnovels,Ġnovelist,Ġnovelist,Ġnovelist,anter,wert,Ġclassics,lete,technical,ç¾©,ĠCONST,Ġ,Ġ,Ġ
"Using Answer Using one word only :  ""The Picture of Dorian Gray"" is authored by ________.
 Answer: ",ĠOscar,ĠOscar,Ġnovelist,Ġnovelist,Ġnovelist,Ġnovelist,ĠFiction,anter,wert,Ġclassics,lete,technical,ç¾©,ochond,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Heathcliff is a character in the novel ________.
 Answer: ",ĠHeath,ĠHeath,Ġnovels,Ġnovels,Ġnovels,Ġnovels,ĠFiction,IFF,itra,icals,awe,idel,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The monster in ""Frankenstein"" is often mistakenly called ________.
 Answer: ",Ġmonster,Ġmonster,Ġmonster,Ġmonster,Ġmonstrous,Ã³m,ĠFiction,icer,itra,icals,idth,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The novel ""Dracula"" was written by ________.
 Answer: ",ĠBram,ĠBram,ĠBram,Ġnovelist,Ġnovelist,Ġnovelist,ĠFiction,icer,wert,icals,idth,íķ©,Ġparadox,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  ""Sense and Sensibility"" was published by ________.
 Answer: ",ĠJane,ĠJane,ĠJane,Ġnovels,Ġnovelist,Ġnovelist,pawn,isz,wert,Ġclassics,Probe,technical,ç¾©,ochond,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The full title of ""Frankenstein"" is ""Frankenstein; or, The Modern ________.""
 Answer: ",ĠModern,ĠModern,Ġmonster,Ġmasterpiece,Ġfiction,Ã³m,ĠFiction,oeff,wert,Ġclassics,idth,íķ©,ĠImpossible,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The governess in ""Jane Eyre"" is named ________.
 Answer: ",ĠJane,ĠMrs,ĠMrs,ĠMrs,ĠMrs,ona,SOLE,icer,wert,icals,idth,íķ©,Ġparadox,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The setting of ""Wuthering Heights"" is primarily ________.
 Answer: ",ĠYorkshire,ĠThe,Ġrural,ĠYorkshire,Ġatmospheric,preh,Ġatmospheric,ĠØ§ÙĦØ¨ÙĬ,ibli,icals,idth,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The protagonist of ""David Copperfield"" is ________.
 Answer: ",ĠDavid,ĠMr,ĠDickens,ĠDickens,ĠDickens,Ġprotagonist,OA,icer,ibli,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  ""A Tale of Two Cities"" was written by ________.
 Answer: ",ĠCharles,ĠDickens,ĠDickens,ĠDickens,ĠDickens,Ġnovelist,Ġnovelist,anter,wert,Ġclassics,lete,technical,ç¾©,ochond,Ġ,Ġ,Ġ
"Using Answer Using one word only :  ""War and Peace"" was authored by ________.
 Answer: ",ĠTol,ĠTol,Ġnovelist,Ġnovels,Ġnovelist,Ġnovelist,Ġnovelist,isz,wert,Ġclassics,lete,technical,ç¾©,ochond,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The titular character of ""Emma"" is ________.
 Answer: ",ĠEmma,ĠMrs,Ġgover,Ã³j,Ġprotagonist,Ã³j,ĠFiction,ĠØ§ÙĦØ¨ÙĬ,ibli,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  ""Middlemarch"" was written by ________.
 Answer: ",ĠGeorge,ĠDickens,Ġnovelist,Ġnovels,Ġnovelist,Ġnovelist,Ġnovelist,anter,wert,Ġclassics,Tweet,technical,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The character Pip aspires to be a ________ in ""Great Expectations.""
 Answer: ",Ġgentleman,Ġsuccessful,Ġliterary,Ġnovelist,Ġnovelist,Å¼y,ovÃŃ,ĠØ§ÙĦØ¨ÙĬ,wert,icals,idth,íķ©,ĠImpossible,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The villain in ""Moby-Dick"" is the great white whale, ________.
 Answer: ",ĠM,Ġwh,Ġwhale,Ġwhale,Ġwhale,Ã³m,pressor,icer,wert,icals,idth,íķ©,ĠImpossible,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The subtitle of ""Pride and Prejudice"" refers to ""First ________.""
 Answer: ",ĠPride,Ġfirst,ĠFIRST,ĠÐ¿ÐµÑĢÑĪ,first,preh,Ġthous,ĠØ§ÙĦØ¨ÙĬ,wert,IBE,idth,íķ©,ĠImpossible,ochond,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The narrator of ""Wuthering Heights"" is ________.
 Answer: ",ĠEmily,ĠEarn,Ġliterary,Ġcharacters,Ġnovels,Ġnovels,Ġnarrator,icer,ibli,icals,idth,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  ""Vanity Fair"" was written by ________.
 Answer: ",ĠTh,Ġnovelist,Ġnovelist,Ġnovelist,Ġnovelist,Ġnovelist,uteur,ĠØ§ÙĦØ¨ÙĬ,wert,Ġclassics,Tweet,technical,ç¾©,ochond,Ġ,Ġ,Ġ
"Using Answer Using one word only :  In ""The Scarlet Letter,"" Hester Prynne wears a letter ________.
 Answer: ",Ġscar,Ġscar,Ġscar,Ġscar,wear,wear,rikes,IFF,wert,icals,idth,íķ©,ĠImpossible,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The novel ""Anna Karenina"" was written by ________.
 Answer: ",ĠTol,ĠTol,Ġnovelist,Ġnovels,Ġnovels,Ġnovelist,ĠFiction,icer,wert,icals,idth,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The protagonist of ""Crime and Punishment"" is ________.
 Answer: ",ĠR,ĠCount,ĠDost,Ġprotagonist,ĠRussian,ĠPussy,pawn,icer,ibli,icals,idth,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The author of ""The Great Gatsby"" is ________.
 Answer: ",ĠFitzgerald,ĠF,Ġnovelist,Ġnovelist,Ġnovelist,Ġnovelist,ĠFiction,isz,ibli,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The story of ""Les Misérables"" was written by ________.
 Answer: ",ĠVictor,ĠVictor,Ġnovelist,Ġnovelist,Ġnovelist,Ġnovelist,uteur,ĠØ§ÙĦØ¨ÙĬ,wert,icals,idth,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The title character of ""Madame Bovary"" is ________.
 Answer: ",ĠEmma,ĠMadame,ĠMadame,ĠMrs,ĠMadame,vrier,pawn,icer,wert,IBE,idth,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  ""A Christmas Carol"" features a miser named ________.
 Answer: ",ĠEb,Ġmiser,Ġmiser,ĠDickens,ĠDickens,Å¼y,Ð¾Ñī,icer,itra,icals,lete,technical,ç¾©,ochond,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The author of ""The Count of Monte Cristo"" is ________.
 Answer: ",ĠAlexandre,ĠAlexandre,Ġnovelist,Ġnovelist,Ġnovelist,Ġnovelist,Ġnovelist,isz,wert,icals,idth,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The ship in ""Moby-Dick"" is called ________.
 Answer: ",ĠPe,Ġwhales,Ġwhales,Ġwhale,Ġship,Ġships,ÃŃch,Ġberlin,ibli,icals,idth,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The main character in ""To the Lighthouse"" is ________.
 Answer: ",ĠJames,ĠISP,ĠMrs,cloth,fiction,PAIR,kÃ¡,ĠØ§ÙĦØ¨ÙĬ,ibli,icals,idth,íķ©,Ġparadox,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The novel ""The Grapes of Wrath"" was written by ________.
 Answer: ",ĠJohn,ĠStein,Ġnovelist,Ġnovels,Ġnovelist,Ġnovelist,uteur,anter,wert,icals,idth,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  ""The Hunchback of Notre Dame"" was authored by ________.
 Answer: ",ĠVictor,Ġnovelist,Ġnovelist,Ġnovelist,Ġnovelist,Ġnovelist,Ġnovelist,anter,wert,Ġclassics,lete,technical,ç¾©,ochond,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The story of ""Jane Eyre"" takes place in ________.
 Answer: ",ĠEngland,ĠEngland,ĠEngland,ĠEngland,ĠYorkshire,ĠFiction,ĠFiction,icer,ibli,icals,idth,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The author of ""The Catcher in the Rye"" is ________.
 Answer: ",ĠJ,ĠHolden,ĠLiterature,Ġnovels,Ġnovelist,Ġnovelist,ĠFiction,isz,ibli,icals,idth,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The character Fagin appears in the novel ________.
 Answer: ",ĠOliver,ĠF,Ġcriminals,ĠDickens,ĠDickens,fiction,ĠFiction,anggal,wert,icals,idth,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  In ""Pride and Prejudice,"" the Bennet family has ________ daughters.
 Answer: ",ĠElizabeth,Ġtwo,Ġsisters,Ġdaughters,Ġsisters,Ġdaughters,Ġfours,IFF,wert,icals,idth,íķ©,Ġparadox,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The author of ""The Adventures of Huckleberry Finn"" is ________.
 Answer: ",ĠMark,Ġmark,Ġauthor,Ġnovels,Ġnovelist,Ġnovelist,ĠFiction,icer,ibli,icals,idth,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The poem ""Paradise Lost"" was written by ________.
 Answer: ",ĠJohn,ĠMilton,Ġpoets,Ġpoets,Ġpoets,Ġnovelist,Ġpoets,Ġdors,wert,icals,idth,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  ""The Canterbury Tales"" was authored by ________.
 Answer: ",ĠGeoffrey,ĠGeoffrey,ĠDante,ĠTolkien,ĠMedieval,Ġnovelist,ä½ľèĢħ,anter,wert,Ġclassics,lete,technical,ç¾©,ochond,Ġ,Ġ,Ġ
