Res,layer_17,layer_16,layer_15,layer_14,layer_13,layer_12,layer_11,layer_10,layer_9,layer_8,layer_7,layer_6,layer_5,layer_4,layer_3,layer_2,layer_1
"Using Answer Using one word only :  Python's ______ function creates a deque object.
 Answer: ",Ġdeque,2,2,Ġdeque,Ġdeque,Ġdeque,2,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  A Python set is a collection of ______ items.
 Answer: ",1,2,2,1,1,1,1,1,1,1,1,ĠA,1,ĠThe,1,1,Ġ
"Using Answer Using one word only :  Python uses the ______ keyword to yield control back to the caller.
 Answer: ",ĠUsing,Ġ__,ĠNone,ĠNone,ĠNone,ĠNone,1,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The ______ method adds elements to the left of a deque.
 Answer: ",1,1,1,1,1,1,1,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  Python's ______ function checks the size of an object in memory.
 Answer: ",2,2,2,2,2,2,1,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  To implement a singleton class in Python, we use the ______ design pattern.
 Answer: ",ĠAbstract,ĠSingleton,ĠSingleton,ĠSingleton,ĠSingleton,1,1,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The method ______ is used to decode a byte string in Python.
 Answer: ",ĠXOR,ĠThe,ĠBase,ĠBase,ĠBinary,ĠBinary,2,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  Python's ______ module is used to generate UUIDs.
 Answer: ",ĠUUID,ĠUUID,ĠUUID,ĠUUID,2,2,1,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  To check if a file exists, we use the ______ module in Python.
 Answer: ",Ġos,2,ĠFile,ĠFile,ĠFile,2,2,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  Python's ______ method is used to round a number to the nearest integer.
 Answer: ",Ġtrunc,2,2,2,2,2,2,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The ______ method converts a string to a date in Python.
 Answer: ",1,ĠThe,2,1,1,2,1,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  To install Python packages offline, we use the command ______.
 Answer: ",Ġpip,Ġpip,Ġpip,Ġpip,Ġpip,1,1,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  Python uses the ______ module to compress files.
 Answer: ",Ġzlib,2,2,2,2,2,1,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The ______ method in Python duplicates the contents of a list.
 Answer: ",1,2,2,2,Ġlist,2,2,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  To compare two strings in Python, we use the ______ operator.
 Answer: ",2,2,2,Ġ==,2,2,2,2,1,1,1,ĠThe,1,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The ______ method removes elements from the right of a deque.
 Answer: ",1,1,1,1,1,1,1,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  Python's ______ function creates a complex number.
 Answer: ",ĠArithmetic,Ġ__,2,2,Ġcomplex,2,2,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The ______ method returns a deep copy of an object in Python.
 Answer: ",ĠThe,ĠThe,Ġshallow,ĠCopy,1,1,1,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  Python's ______ function returns the current time in seconds.
 Answer: ",ĠPython,1,1,1,2,1,1,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  To handle multithreading in Python, we use the ______ module.
 Answer: ",Ġ__,Ġ__,Ġ__,Ġthreading,Ġthreading,2,2,2,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  Python's ______ module provides a way to work with raw sockets.
 Answer: ",Ġsocket,Ġsocket,Ġsocket,Ġsocket,Ġsocket,ĠRead,1,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The function ______ in Python returns the ID of a thread.
 Answer: ",1,2,2,1,1,1,1,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  Python's ______ keyword is used to mark blocks of code for testing.
 Answer: ",Ġ__,Ġ__,Ġ__,ĠNone,ĠNone,ĠPython,1,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  To create a weak reference in Python, we use the ______ module.
 Answer: ",Ġ__,Ġ__,Ġ__,ĠNone,ĠNone,2,2,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  Python's ______ module provides high-performance arrays.
 Answer: ",ĠArray,2,2,2,2,2,2,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  To create a subclass in Python, we use the keyword ______.
 Answer: ",Ġ__,Ġ__,Ġ__,Ġclass,Ġinheritance,ĠC,1,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  Python's ______ module allows for serialization and deserialization of objects.
 Answer: ",Ġ__,Ġ__,2,2,2,2,ĠPython,1,1,1,1,ĠAnswer,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The ______ method is used to clear all items from a deque.
 Answer: ",1,1,1,1,1,1,1,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  Python's ______ function returns the hash value of an object.
 Answer: ",Ġ__,Ġ__,Ġ__,2,2,2,2,1,1,1,1,ĠAnswer,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  To print formatted text in Python, we use the ______ method.
 Answer: ",Ġprint,Ġprint,Ġprint,Ġprint,2,2,2,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The ______ operator in Python checks for substring presence.
 Answer: ",1,1,1,1,1,1,1,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  Python uses ______ to create an environment for virtual packages.
 Answer: ",ĠPython,Ġvirtual,Ġvirtual,ĠEnvironment,Ġpip,ĠPython,1,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The ______ method removes leading and trailing whitespace from a string.
 Answer: ",1,ĠThe,1,2,2,1,1,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  To create a static constant, Python uses the convention of ______.
 Answer: ",1,1,ĠNone,ĠNone,ĠNone,1,1,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  ""It is a truth universally acknowledged, that a single man in possession of a good fortune, must be in want of a ________.""
 Answer: ",1,"Ġ""",1,1,1,1,1,1,1,1,ĠAnswer,ĠThe,ĠThe,"Ġ""",1,1,Ġ
"Using Answer Using one word only :  In ""Jane Eyre,"" Mr. Rochester’s estate is called ________.
 Answer: ",ĠThorn,ĠThorn,ĠThorn,ĠThorn,ĠThorn,ĠThe,ĠThe,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The protagonist of ""Wuthering Heights"" is ________.
 Answer: ",ĠHeath,ĠHeath,ĠHeath,1,ĠEmily,1,1,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  ""Great Expectations"" is written by ________.
 Answer: ",ĠCharles,ĠCharles,ĠCharles,ĠDickens,ĠDickens,1,1,1,1,1,1,"Ġ""",ĠThe,"Ġ""",1,1,Ġ
"Using Answer Using one word only :  The novel ""Emma"" was authored by ________.
 Answer: ",ĠJane,ĠJane,ĠJane,ĠJane,ĠJane,ĠJane,1,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The narrator of ""Moby-Dick"" introduces himself as ________.
 Answer: ",ĠIsh,ĠIsh,ĠIsh,ĠHerman,ĠHerman,ĠThe,ĠThe,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The story of ""Frankenstein"" was penned by ________.
 Answer: ",ĠMary,ĠMary,ĠMary,ĠMary,ĠFrank,ĠFrank,ĠFrank,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  Pip is the central character in the novel ________.
 Answer: ",ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The character of Elizabeth Bennet appears in ________.
 Answer: ",ĠPride,ĠPride,ĠPride,1,ĠThe,1,ĠThe,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The tragic hero of ""Hamlet"" is Prince ________.
 Answer: ",ĠHam,ĠHam,ĠHam,ĠHam,ĠHam,2,1,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The Brontë sisters are known for writing novels such as ________.
 Answer: ",ĠThe,ĠW,ĠJane,ĠThe,ĠThe,ĠThe,ĠThe,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  In ""Pride and Prejudice,"" Mr. Darcy’s estate is called ________.
 Answer: ",ĠD,ĠD,ĠD,ĠD,ĠThe,ĠThe,ĠThe,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The antagonist of ""Oliver Twist"" is ________.
 Answer: ",ĠThe,1,1,1,ĠThe,ĠThe,ĠThe,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  ""Tess of the d’Urbervilles"" was written by ________.
 Answer: ",ĠThomas,ĠHardy,ĠThomas,186,186,1,1,1,1,1,1,ĠThe,ĠThe,"Ġ""",1,1,Ġ
"Using Answer Using one word only :  ""The Picture of Dorian Gray"" is authored by ________.
 Answer: ",ĠOscar,ĠOscar,ĠOscar,ĠOscar,ĠWilliam,ĠWilliam,"Ġ""",1,1,1,1,ĠThe,ĠThe,"Ġ""",1,1,Ġ
"Using Answer Using one word only :  Heathcliff is a character in the novel ________.
 Answer: ",ĠW,ĠW,ĠW,ĠBle,ĠThe,ĠThe,ĠThe,ĠH,ĠHeath,ĠHeath,ĠHeath,ĠThe,ĠAnswer,ĠKey,1,1,Ġ
"Using Answer Using one word only :  The monster in ""Frankenstein"" is often mistakenly called ________.
 Answer: ",ĠThe,ĠThe,ĠFrank,ĠThe,ĠThe,ĠThe,ĠThe,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The novel ""Dracula"" was written by ________.
 Answer: ",ĠBram,ĠBram,ĠBram,ĠBram,ĠBram,ĠJohn,ĠWilliam,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  ""Sense and Sensibility"" was published by ________.
 Answer: ",ĠJane,1,181,181,ĠJane,1,1,1,1,1,1,ĠThe,ĠThe,"Ġ""",1,1,Ġ
"Using Answer Using one word only :  The full title of ""Frankenstein"" is ""Frankenstein; or, The Modern ________.""
 Answer: ",ĠThe,ĠFrank,ĠFrank,ĠFrank,ĠFrank,ĠFrank,ĠThe,ĠThe,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The governess in ""Jane Eyre"" is named ________.
 Answer: ",ĠAnne,ĠJane,ĠJane,ĠCharlotte,ĠJane,ĠJane,ĠThe,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The setting of ""Wuthering Heights"" is primarily ________.
 Answer: ",ĠThe,ĠThe,ĠYorkshire,ĠYorkshire,ĠThe,ĠThe,ĠThe,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The protagonist of ""David Copperfield"" is ________.
 Answer: ",1,ĠDavid,1,1,1,1,1,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  ""A Tale of Two Cities"" was written by ________.
 Answer: ",ĠCharles,ĠCharles,ĠCharles,ĠDickens,ĠDickens,2,1,1,1,1,1,ĠA,ĠThe,"Ġ""",1,1,Ġ
"Using Answer Using one word only :  ""War and Peace"" was authored by ________.
 Answer: ",ĠTol,ĠTol,ĠTol,ĠTol,ĠTol,2,2,1,1,1,1,ĠThe,ĠThe,"Ġ""",1,1,Ġ
"Using Answer Using one word only :  The titular character of ""Emma"" is ________.
 Answer: ",ĠThe,1,2,1,ĠEmma,ĠEmma,1,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  ""Middlemarch"" was written by ________.
 Answer: ",ĠGeorge,ĠGeorge,ĠGeorge,1,1,1,1,1,1,1,1,ĠThe,ĠThe,"Ġ""",1,1,Ġ
"Using Answer Using one word only :  The character Pip aspires to be a ________ in ""Great Expectations.""
 Answer: ",ĠThe,Ġa,ĠPip,Ġa,ĠA,ĠA,1,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The villain in ""Moby-Dick"" is the great white whale, ________.
 Answer: ",ĠThe,ĠA,ĠA,ĠA,ĠThe,ĠThe,ĠThe,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The subtitle of ""Pride and Prejudice"" refers to ""First ________.""
 Answer: ",1,1,ĠPride,ĠPride,ĠPride,ĠThe,1,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The narrator of ""Wuthering Heights"" is ________.
 Answer: ",ĠHeath,ĠHeath,ĠEmily,1,ĠEmily,1,1,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  ""Vanity Fair"" was written by ________.
 Answer: ","Ġ""","Ġ""","Ġ""",ĠWilliam,ĠWilliam,ĠWilliam,"Ġ""",1,1,1,1,ĠThe,ĠThe,"Ġ""",1,1,Ġ
"Using Answer Using one word only :  In ""The Scarlet Letter,"" Hester Prynne wears a letter ________.
 Answer: ",ĠA,ĠA,ĠA,ĠA,ĠA,1,1,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The novel ""Anna Karenina"" was written by ________.
 Answer: ",ĠLeo,ĠLeo,ĠTol,ĠTol,ĠDost,1,1,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The protagonist of ""Crime and Punishment"" is ________.
 Answer: ",1,1,1,ĠThe,ĠDost,1,1,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The author of ""The Great Gatsby"" is ________.
 Answer: ",ĠF,ĠF,ĠFitzgerald,ĠThe,ĠHem,ĠJohn,ĠWilliam,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The story of ""Les Misérables"" was written by ________.
 Answer: ",ĠVictor,ĠVictor,ĠVictor,ĠVictor,ĠJean,ĠLes,ĠLes,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The title character of ""Madame Bovary"" is ________.
 Answer: ",ĠEmma,ĠEmma,ĠJean,ĠJean,ĠJean,ĠJean,1,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  ""A Christmas Carol"" features a miser named ________.
 Answer: ",ĠEb,ĠEb,ĠEb,ĠEb,ĠEb,"Ġ""","Ġ""",1,1,1,1,ĠThe,ĠThe,"Ġ""",1,1,Ġ
"Using Answer Using one word only :  The author of ""The Count of Monte Cristo"" is ________.
 Answer: ",ĠAlexandre,ĠAlexandre,ĠAlexandre,ĠAlexandre,ĠAlexandre,ĠAlexandre,ĠAlexandre,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The ship in ""Moby-Dick"" is called ________.
 Answer: ",ĠPe,ĠThe,1,2,1,Ġship,1,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The main character in ""To the Lighthouse"" is ________.
 Answer: ",ĠMrs,ĠMrs,ĠMrs,ĠMrs,ĠMrs,ĠMrs,1,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The novel ""The Grapes of Wrath"" was written by ________.
 Answer: ",ĠJohn,ĠJohn,ĠStein,193,192,ĠThe,1,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  ""The Hunchback of Notre Dame"" was authored by ________.
 Answer: ",ĠVictor,ĠVictor,ĠVictor,ĠJean,ĠJean,ĠFrank,"Ġ""",1,1,1,1,ĠThe,ĠThe,"Ġ""",1,1,Ġ
"Using Answer Using one word only :  The story of ""Jane Eyre"" takes place in ________.
 Answer: ",ĠEngland,19,19,19,ĠEngland,ĠEngland,ĠThe,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The author of ""The Catcher in the Rye"" is ________.
 Answer: ",ĠJ,ĠJ,ĠJ,ĠJ,ĠFrank,ĠJohn,ĠJohn,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The character Fagin appears in the novel ________.
 Answer: ",ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  In ""Pride and Prejudice,"" the Bennet family has ________ daughters.
 Answer: ",2,2,2,3,3,5,5,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The author of ""The Adventures of Huckleberry Finn"" is ________.
 Answer: ",ĠMark,ĠMark,ĠMark,ĠMark,186,ĠJohn,ĠWilliam,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The poem ""Paradise Lost"" was written by ________.
 Answer: ",ĠJohn,ĠJohn,ĠMilton,ĠMilton,ĠMilton,ĠWilliam,ĠThe,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  ""The Canterbury Tales"" was authored by ________.
 Answer: ",ĠGeoffrey,ĠGeoffrey,ĠGeoffrey,ĠGeoffrey,ĠCanterbury,ĠDante,ĠWilliam,1,1,1,1,ĠThe,ĠThe,"Ġ""",1,1,Ġ
"Using Answer Using one word only :  The author of ""The Lord of the Rings"" trilogy is ________.
 Answer: ",ĠTolkien,ĠJ,ĠTolkien,ĠTolkien,ĠTolkien,ĠTolkien,ĠTolkien,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The central character in ""The Old Man and the Sea"" is ________.
 Answer: ",ĠSantiago,ĠThe,ĠErnest,ĠErnest,ĠErnest,ĠThe,ĠThe,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The novel ""Don Quixote"" was written by ________.
 Answer: ",ĠMiguel,ĠMiguel,ĠMiguel,ĠMiguel,ĠMiguel,2,1,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The protagonist of ""The Metamorphosis"" transforms into a ________.
 Answer: ",ĠThe,ĠThe,Ġinsect,ĠThe,ĠThe,ĠThe,ĠThe,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The author of ""The Stranger"" is ________.
 Answer: ",ĠAlbert,ĠAlbert,ĠAlbert,ĠKafka,ĠKafka,ĠKafka,1,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The character of Holden Caulfield appears in ________.
 Answer: ",ĠThe,ĠThe,ĠCatch,ĠThe,ĠThe,ĠThe,ĠThe,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The main character in ""The Brothers Karamazov"" is ________.
 Answer: ",ĠIvan,ĠIvan,ĠIvan,ĠThe,ĠThe,1,1,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  ""The Trial"" was written by ________.
 Answer: ",ĠWilliam,"Ġ""",ĠArthur,ĠWilliam,ĠWilliam,ĠThe,"Ġ""",1,1,1,1,ĠThe,ĠThe,"Ġ""",1,1,Ġ
"Using Answer Using one word only :  The novel ""Ulysses"" was written by ________.
 Answer: ",ĠJames,ĠJames,ĠJames,ĠWilliam,ĠJames,ĠThe,1,1,1,1,1,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The central figure in ""The Iliad"" is ________.
 Answer: ",ĠAchilles,ĠAchilles,ĠAchilles,ĠAchilles,ĠAchilles,ĠThe,1,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The character of Sherlock Holmes was created by ________.
 Answer: ",ĠSir,ĠArthur,ĠSir,ĠArthur,ĠSherlock,ĠJohn,ĠThe,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  ""The Odyssey"" was authored by ________.
 Answer: ",ĠHomer,ĠHomer,ĠHomer,ĠHomer,ĠHomer,ĠHomer,1,1,1,1,1,ĠThe,ĠThe,"Ġ""",1,1,Ġ
"Using Answer Using one word only :  The protagonist of ""Little Women"" is ________.
 Answer: ",ĠJo,ĠJo,ĠJo,2,ĠMartha,1,1,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  ""The Jungle Book"" was written by ________.
 Answer: ",ĠRud,ĠRud,ĠRud,ĠRud,ĠRud,"Ġ""","Ġ""",1,1,1,1,ĠThe,ĠThe,"Ġ""",1,1,Ġ
"Using Answer Using one word only :  The author of ""The Call of the Wild"" is ________.
 Answer: ",ĠJack,ĠJack,ĠJack,190,189,ĠFrank,ĠJohn,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  ""Of Mice and Men"" was written by ________.
 Answer: ",ĠJohn,ĠJohn,ĠJohn,193,193,2,1,1,1,1,1,ĠThe,ĠThe,"Ġ""",1,1,Ġ
"Using Answer Using one word only :  The story ""Animal Farm"" is a satirical work by ________.
 Answer: ",ĠGeorge,ĠGeorge,ĠGeorge,ĠGeorge,ĠOrwell,ĠThe,1,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The author of ""1984"" is ________.
 Answer: ",ĠGeorge,ĠGeorge,ĠGeorge,ĠOrwell,ĠOrwell,ĠOrwell,ĠOrwell,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The protagonist in ""Brave New World"" is ________.
 Answer: ",1,2,2,2,1,1,1,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  ""Fahrenheit 451"" was written by ________.
 Answer: ",ĠRay,ĠRay,ĠFahrenheit,ĠFahrenheit,ĠFahrenheit,ĠAuthor,"Ġ""",1,1,1,1,ĠThe,ĠThe,"Ġ""",1,1,Ġ
"Using Answer Using one word only :  The central character of ""Jane Eyre"" becomes a ________.
 Answer: ",ĠThe,ĠThe,ĠJane,ĠJane,ĠJane,ĠJane,ĠThe,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The mysterious governess in ""The Turn of the Screw"" is ________.
 Answer: ",ĠThe,ĠThe,ĠMrs,ĠThe,ĠThe,ĠThe,ĠThe,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  ""The Time Machine"" was authored by ________.
 Answer: ",ĠH,ĠH,ĠH,ĠH,Ġscience,ĠJohn,1,1,1,1,1,ĠThe,ĠThe,"Ġ""",1,1,Ġ
"Using Answer Using one word only :  ""Heart of Darkness"" is written by ________.
 Answer: ",ĠJoseph,ĠJoseph,ĠConrad,ĠConrad,ĠConrad,"Ġ""","Ġ""",1,1,1,1,ĠThe,ĠThe,"Ġ""",1,1,Ġ
"Using Answer Using one word only :  The protagonist of ""The Call of the Wild"" is a dog named ________.
 Answer: ",ĠBuck,ĠYuk,ĠYuk,1,ĠBark,1,ĠThe,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  ""White Fang"" was written by ________.
 Answer: ",ĠJack,"Ġ""","Ġ""",ĠYuk,ĠYuk,1,"Ġ""",1,1,1,1,ĠThe,ĠThe,"Ġ""",1,1,Ġ
"Using Answer Using one word only :  ""The Sound and the Fury"" was written by ________.
 Answer: ",ĠWilliam,ĠFaul,ĠFaul,ĠFaul,ĠFaul,ĠFaul,ĠWilliam,1,1,1,1,ĠThe,ĠThe,"Ġ""",1,1,Ġ
"Using Answer Using one word only :  The protagonist of ""The Good Earth"" is ________.
 Answer: ",ĠLi,ĠWang,1,ĠY,ĠWang,ĠThe,ĠThe,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  ""The Bell Jar"" was written by ________.
 Answer: ",ĠSylvia,ĠSylvia,ĠSylvia,ĠSylvia,ĠSylvia,"Ġ""","Ġ""",1,1,1,1,ĠThe,ĠThe,"Ġ""",1,1,Ġ
"Using Answer Using one word only :  The author of ""Catch-22"" is ________.
 Answer: ",ĠJoseph,ĠJoseph,ĠJoseph,ĠJoseph,2,ĠJohn,1,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The protagonist of ""Rebecca"" is called ________.
 Answer: ",ĠRebecca,ĠRebecca,ĠRebecca,ĠRebecca,ĠRebecca,1,1,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  The setting of ""Dracula"" includes ________.
 Answer: ",ĠThe,ĠThe,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
"Using Answer Using one word only :  ""The Importance of Being Earnest"" was written by ________.
 Answer: ",ĠOscar,ĠOscar,ĠOscar,ĠOscar,ĠWilliam,1,"Ġ""",1,1,1,1,ĠThe,ĠThe,"Ġ""",1,1,Ġ
"Using Answer Using one word only :  The character of Mr. Darcy is from the novel ________.
 Answer: ",ĠPride,ĠPride,ĠPride,ĠPride,ĠPride,ĠThe,ĠThe,1,1,1,ĠThe,ĠThe,ĠThe,ĠThe,1,1,Ġ
